Orthogroup	Best Gene Name	Gene Name Occurrences
OG0002299	PTS glucitol/sorbitol transporter subunit IIC	{'Glucitol/sorbitol permease IIC component': 4, 'PTS glucitol/sorbitol transporter subunit IIC': 27}
OG0002300	transcriptional regulator	{'transcriptional regulator': 27, 'DNA-binding transcriptional activator GutM': 4}
OG0002301	GNAT family N-acetyltransferase	{'GNAT family N-acetyltransferase': 27, 'putative N-acetyltransferase YafP': 4}
OG0002302	hypothetical protein	{'hypothetical protein': 31}
OG0002303	bacteriocin immunity protein	{'hypothetical protein': 3, 'bacteriocin immunity protein': 23, 'Enterocin A Immunity': 5}
OG0002304	DNA primase	{'hypothetical protein': 9, 'Poxvirus D5 protein-like protein': 2, 'DNA primase': 20}
OG0002305	IS5/IS1182 family transposase, partial	{'hypothetical protein': 2, 'IS5/IS1182 family transposase, partial': 29}
OG0002306	hypothetical protein	{'hypothetical protein': 31}
OG0002307	GNAT family N-acetyltransferase	{'GNAT family N-acetyltransferase': 30, 'putative acetyltransferase': 1}
OG0002308	hypothetical protein	{'hypothetical protein': 31}
OG0002309	hypothetical protein	{'hypothetical protein': 31}
OG0002310	single-stranded DNA-binding protein	{'Single-strand binding protein family protein': 1, 'single-stranded DNA-binding protein': 30}
OG0002311	Non-specific ribonucleoside hydrolase RihC	{'Pyrimidine-specific ribonucleoside hydrolase RihB': 2, 'Pyrimidine-specific ribonucleoside hydrolase RihA': 6, 'Non-specific ribonucleoside hydrolase RihC': 15, 'ribonucleoside hydrolase RihC': 7}
OG0002312	hypothetical protein	{'hypothetical protein': 30}
OG0002313	MFS transporter	{'putative transporter': 2, 'putative cyanate transporter': 1, 'Major Facilitator Superfamily protein': 6, 'multidrug resistance protein D': 1, 'Bacillibactin exporter': 2, 'hypothetical protein': 1, 'MFS transporter': 16, 'Antiseptic resistance protein': 1}
OG0002314	LicD family protein	{'LicD family protein': 30}
OG0002315	ABC transporter permease	{'ABC-2 family transporter protein': 2, 'ABC transporter permease': 28}
OG0002316	DUF2325 domain-containing protein	{'hypothetical protein': 2, 'DUF2325 domain-containing protein': 28}
OG0002317	amidohydrolase	{'M20 family metallopeptidase': 1, 'putative hydrolase YxeP': 1, 'p-aminobenzoyl-glutamate hydrolase subunit B': 5, 'amidohydrolase': 23}
OG0002318	hypothetical protein	{'hypothetical protein': 30}
OG0002319	exonuclease domain-containing protein	{'DNA polymerase III subunit epsilon': 3, 'exonuclease domain-containing protein': 27}
OG0002320	hypothetical protein	{'hypothetical protein': 30}
OG0002321	GNAT family N-acetyltransferase	{'GNAT family N-acetyltransferase': 29, 'Acetyltransferase (GNAT) family protein': 1}
OG0002322	hypothetical protein	{'hypothetical protein': 30}
OG0002323	hypothetical protein	{'hypothetical protein': 30}
OG0002324	thiamine-binding protein	{'thiamine-binding protein': 24, 'hypothetical protein': 6}
OG0002325	chromosome partitioning protein ParA	{'chromosome partitioning protein ParA': 21, 'hypothetical protein': 9}
OG0002326	hypothetical protein	{'hypothetical protein': 30}
OG0002327	hypothetical protein	{'hypothetical protein': 30}
OG0002328	endonuclease	{'Chromosome partition protein Smc': 2, 'endonuclease': 28}
OG0002329	PTS N-acetylgalactosamine transporter subunit IIC	{'PTS N-acetylgalactosamine transporter subunit IIC': 12, 'PTS sugar transporter subunit IIC': 12, 'N-acetylgalactosamine permease IIC component 1': 6}
OG0002330	hypothetical protein	{'LysM domain protein': 1, 'Cell wall-binding protein YocH': 1, 'CHAP domain protein': 1, 'putative transglycosylase IsaA precursor': 2, 'hypothetical protein': 12, 'putative peptidoglycan endopeptidase LytE precursor': 1, 'putative cell wall hydrolase LytN precursor': 1, 'LysM domain/BON superfamily protein': 2, 'Cell wall-binding protein YocH precursor': 2, 'N-acetylmuramoyl-L-alanine amidase XlyA precursor': 3, 'membrane-bound lytic murein transglycosylase D': 1, 'putative endopeptidase p60 precursor': 2}
OG0002331	hypothetical protein	{'hypothetical protein': 29}
OG0002332	zinc-binding dehydrogenase	{'zinc-binding dehydrogenase': 27, 'quinone oxidoreductase, NADPH-dependent': 1, 'hypothetical protein': 1}
OG0002333	hypothetical protein	{'hypothetical protein': 27, 'AbrB family transcriptional regulator': 1, 'toxin-antitoxin system': 1}
OG0002334	hypothetical protein	{'hypothetical protein': 28, 'PemK-like protein': 1}
OG0002335	HTH domain-containing protein	{'putative licABCH operon regulator': 3, 'HTH domain-containing protein': 26}
OG0002336	YvrJ family protein	{'YvrJ protein family protein': 2, 'YvrJ family protein': 27}
OG0002337	hypothetical protein	{'hypothetical protein': 29}
OG0002338	hypothetical protein	{'hypothetical protein': 29}
OG0002339	replication terminator protein	{'replication terminator protein': 28, 'hypothetical protein': 1}
OG0002340	hypothetical protein	{'hypothetical protein': 29}
OG0002341	hypothetical protein	{'hypothetical protein': 29}
OG0002342	hypothetical protein	{'hypothetical protein': 23, 'acetyltransferase': 6}
OG0002343	peptidoglycan-binding protein	{'hypothetical protein': 2, 'peptidoglycan-binding protein': 27}
OG0002344	PTS sugar transporter subunit IIC	{'PTS sugar transporter subunit IIC': 24, 'N-acetylgalactosamine permease IIC component 1': 4, 'Mannose permease IIC component': 1}
OG0002345	TetR/AcrR family transcriptional regulator	{'DNA-binding transcriptional regulator EnvR': 1, 'DNA-binding transcriptional repressor AcrR': 2, 'putative HTH-type transcriptional regulator YvdT': 1, 'Nucleoid occlusion factor SlmA': 1, 'TetR/AcrR family transcriptional regulator': 19, 'hypothetical protein': 3, 'division inhibitor protein': 1, 'Bacterial regulatory proteins, tetR family': 1}
OG0002346	MobC family plasmid mobilization relaxosome protein	{'hypothetical protein': 1, 'plasmid mobilization relaxosome protein MobC': 2, 'MobC family plasmid mobilization relaxosome protein': 19, 'Bacterial mobilisation protein (MobC)': 7}
OG0002347	hypothetical protein	{'hypothetical protein': 29}
OG0002348	hypothetical protein	{'hypothetical protein': 29}
OG0002349	hypothetical protein	{'hypothetical protein': 29}
OG0002350	hypothetical protein	{'hypothetical protein': 29}
OG0002351	hypothetical protein	{'hypothetical protein': 29}
OG0002352	hypothetical protein	{'hypothetical protein': 29}
OG0002353	hypothetical protein	{'hypothetical protein': 29}
OG0002354	PTS sugar transporter subunit IIB	{'PTS sugar transporter subunit IIB': 12, 'PTS N-acetylgalactosamine transporter subunit IIB': 12, 'Fructose-specific phosphotransferase enzyme IIB component': 3, 'Sorbose-specific phosphotransferase enzyme IIB component': 1, 'putative phosphotransferase enzyme IIB component': 1}
OG0002355	PTS system mannose/fructose/sorbose family transporter subunit IID	{'PTS system mannose/fructose/sorbose family transporter subunit IID': 12, 'PTS N-acetylgalactosamine transporter subunit IID': 12, 'Mannose permease IID component': 5}
OG0002356	head-tail adaptor protein	{'Phage head-tail joining protein': 2, 'head-tail adaptor protein': 27}
OG0002357	Glycerate 2-kinase	{'Glycerate kinase': 5, 'Glycerate 2-kinase': 20, 'glycerate kinase': 3}
OG0002358	Lactose permease	{'Lactose permease': 27, 'hypothetical protein': 1}
OG0002359	ADP-ribosylglycohydrolase	{'ADP-ribosylglycohydrolase': 23, 'ADP-ribosyl-[dinitrogen reductase] glycohydrolase': 4, 'ADP-ribosylglycohydrolase family protein': 1}
OG0002360	protein SipE	{'Endo-1,4-beta-xylanase Z precursor': 2, 'S-formylglutathione hydrolase FrmB': 5, 'hypothetical protein': 1, 'Carbohydrate acetyl esterase/feruloyl esterase precursor': 3, 'Endo-1,4-beta-xylanase Z': 1, 'S-formylglutathione hydrolase': 2, 'Putative esterase': 2, 'protein SipE': 12}
OG0002361	TIGR02391 family protein	{'TIGR02391 family protein': 26, 'Protein of unknown function (Hypoth_ymh)': 2}
OG0002362	hypothetical protein	{'hypothetical protein': 28}
OG0002363	hypothetical protein	{'hypothetical protein': 28}
OG0002364	hypothetical protein	{'hypothetical protein': 28}
OG0002365	extracellular solute-binding protein	{'Iron-utilization periplasmic protein precursor': 1, 'extracellular solute-binding protein': 23, 'thiamine ABC transporter substrate-binding protein': 2, 'Thiamine-binding periplasmic protein precursor': 2}
OG0002366	ABC transporter permease	{'ABC transporter permease': 26, 'hypothetical protein': 2}
OG0002367	galactonate dehydratase	{'D-galactonate dehydratase': 6, 'galactonate dehydratase': 20, 'D-galactonate dehydratase family member': 1, 'mandelate racemase/muconate lactonizing enzyme family protein': 1}
OG0002368	hypothetical protein	{'hypothetical protein': 28}
OG0002369	hypothetical protein	{'hypothetical protein': 28}
OG0002370	hypothetical protein	{'hypothetical protein': 28}
OG0002371	alkaline shock response membrane anchor protein AmaP	{'alkaline shock response membrane anchor protein AmaP': 16, 'hypothetical protein': 11, 'alkaline shock response membrane anchor protein AmaP, partial': 1}
OG0002372	D-lactate dehydrogenase	{'D-lactate dehydrogenase': 28}
OG0002373	helix-turn-helix transcriptional regulator	{'Helix-turn-helix domain protein': 3, 'hypothetical protein': 1, 'helix-turn-helix transcriptional regulator': 20, 'Helix-turn-helix': 4}
OG0002374	1,4-beta-N-acetylmuramidase	{'1,4-beta-N-acetylmuramidase': 24, 'Lysozyme M1 precursor': 1, 'Bacterial SH3 domain protein': 1, 'Autolytic lysozyme': 1, 'GW domain-containing glycosaminoglycan-binding protein': 1}
OG0002375	hypothetical protein	{'hypothetical protein': 25, 'acid-resistance membrane protein': 3}
OG0002376	helix-turn-helix transcriptional regulator	{'Helix-turn-helix domain protein': 1, 'helix-turn-helix transcriptional regulator': 27}
OG0002377	DUF4355 domain-containing protein	{'DUF4355 domain-containing protein': 27, 'hypothetical protein': 1}
OG0002378	PTS fructose transporter subunit IIA	{'PTS system mannose-specific EIIAB component': 2, 'PTS fructose transporter subunit IIA': 10, 'hypothetical protein': 2, 'PTS N-acetylglucosamine/galactosamine EIIA subunit': 6, 'PTS system fructose IIA component': 2, 'PTS sugar transporter subunit IIA': 3, 'PTS sugar transporter': 3}
OG0002379	hypothetical protein	{'AP2 domain protein': 1, 'AP2 domain-containing protein': 9, 'hypothetical protein': 12, 'alcohol dehydrogenase': 6}
OG0002380	hypothetical protein	{'Internalin B precursor': 1, 'Bacterial Ig-like domain (group 3)': 5, 'Internalin-J precursor': 2, 'Internalin-A precursor': 1, 'hypothetical protein': 17, 'Serine-rich adhesin for platelets precursor': 1}
OG0002381	GNAT family N-acetyltransferase	{'Acetyltransferase (GNAT) family protein': 2, 'GNAT family N-acetyltransferase': 16, 'MarR family transcriptional regulator': 1, 'putative N-acetyltransferase YvbK': 2, 'hypothetical protein': 2, 'putative N-acetyltransferase YsnE': 1, 'DNA-binding transcriptional repressor MarR': 1, 'Spermidine N(1)-acetyltransferase': 1, 'acetyltransferase': 1}
OG0002382	helix-turn-helix transcriptional regulator	{'Helix-turn-helix domain protein': 8, 'helix-turn-helix transcriptional regulator': 19}
OG0002383	alpha/beta hydrolase	{'Tropinesterase': 2, 'alpha/beta hydrolase': 24, 'Proline iminopeptidase': 1}
OG0002384	hypothetical protein	{'hypothetical protein': 27}
OG0002385	hypothetical protein	{'hypothetical protein': 27}
OG0002386	DNA-binding response regulator	{'hypothetical protein': 2, 'DNA-binding response regulator': 25}
OG0002387	replication protein	{'replication protein, partial': 2, 'hypothetical protein': 2, 'replication protein': 23}
OG0002388	CAP domain-containing protein	{'CAP domain-containing protein': 15, 'surface protein, LPXTG-anchored': 12}
OG0002389	zinc-ribbon domain-containing protein	{'hypothetical protein': 1, 'zinc-ribbon domain-containing protein': 26}
OG0002390	PTS system mannose/fructose/sorbose family transporter subunit IID	{'PTS system mannose/fructose/sorbose family transporter subunit IID': 22, 'PTS system mannose-specific EIID component': 1, 'Mannose permease IID component': 4}
OG0002391	sensor histidine kinase	{'Sensor histidine kinase DcuS': 3, 'sensor histidine kinase': 24}
OG0002392	hypothetical protein	{'hypothetical protein': 27}
OG0002393	UDP-galactopyranose mutase	{'UDP-galactopyranose mutase': 27}
OG0002394	hypothetical protein	{'hypothetical protein': 27}
OG0002395	type I restriction enzyme EcoKI subunit R	{'DUF4145 domain-containing protein': 1, 'ATP-dependent RNA helicase RhlB': 1, 'Type-1 restriction enzyme R protein': 2, 'type I restriction enzyme EcoKI subunit R': 7, 'ATP-dependent RNA helicase SrmB': 3, 'helicase': 1, 'ATP-dependent RNA helicase RhlE': 2, 'UvrABC system protein B': 1, 'DEAD-box ATP-dependent RNA helicase CshB': 1, 'hypothetical protein': 1, 'DEAD/DEAH box helicase': 3, 'Putative DNA repair helicase RadD': 3}
OG0002396	1,4-Dihydroxy-2-naphthoyl-CoA synthase	{'1,4-dihydroxy-2-naphthoyl-CoA synthase': 10, 'putative enoyl-CoA hydratase echA8': 2, '1,2-epoxyphenylacetyl-CoA isomerase': 1, 'Trans-2-decenoyl-[acyl-carrier-protein] isomerase': 1, '1,4-Dihydroxy-2-naphthoyl-CoA synthase': 11, 'Short-chain-enoyl-CoA hydratase': 1}
OG0002397	LexA repressor	{'helix-turn-helix domain-containing protein': 4, 'PemK-like protein': 1, 'LexA repressor': 9, 'DNA-binding transcriptional repressor PuuR': 1, 'XRE family transcriptional regulator': 3, 'putative HTH-type transcriptional regulator': 1, 'hypothetical protein': 4, 'helix-turn-helix transcriptional regulator': 1, 'HTH-type transcriptional regulator Xre': 1, 'HTH-type transcriptional regulator PrtR': 1}
OG0002398	hypothetical protein	{'hypothetical protein': 26}
OG0002399	amino acid ABC transporter permease	{'L-cystine transport system permease protein TcyM': 1, 'L-cystine transport system permease protein TcyL': 3, 'amino acid ABC transporter permease': 14, 'putative amino-acid permease protein YxeN': 8}
OG0002400	type IV secretion system protein VirD4	{'conjugal transfer protein': 3, 'type IV secretion system protein VirD4': 18, 'Conjugal transfer protein TraG': 4, 'Type IV secretory system Conjugative DNA transfer': 1}
OG0002401	hypothetical protein	{'hypothetical protein': 26}
OG0002402	hypothetical protein	{'hypothetical protein': 26}
OG0002403	MobC family plasmid mobilization relaxosome protein	{'hypothetical protein': 1, 'plasmid mobilization relaxosome protein MobC': 3, 'Bacterial mobilisation protein (MobC)': 3, 'MobC family plasmid mobilization relaxosome protein': 19}
OG0002404	ABC transporter ATP-binding protein	{'ABC transporter ATP-binding protein': 25, 'putative ABC transporter ATP-binding protein': 1}
OG0002405	glycosyltransferase	{'glycosyltransferase': 19, 'Putative glycosyltransferase EpsE': 1, 'UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-galactosyltransferase': 6}
OG0002406	bacteriocin immunity protein	{'hypothetical protein': 1, 'bacteriocin immunity protein': 22, 'Enterocin A Immunity': 2, 'HTH-type transcriptional regulator ImmR': 1}
OG0002407	zinc ribbon domain-containing protein	{'zinc ribbon domain-containing protein': 26}
OG0002408	ATP-binding cassette domain-containing protein	{'ATP-binding cassette domain-containing protein': 24, 'putative ABC transporter ATP-binding protein YbhF': 2}
OG0002409	alpha-L-fucosidase	{'Alpha-L-fucosidase': 8, 'alpha-L-fucosidase': 18}
OG0002410	hypothetical protein	{'hypothetical protein': 26}
OG0002411	hypothetical protein	{'hypothetical protein': 26}
OG0002412	hypothetical protein	{'acyl--CoA ligase': 1, 'hypothetical protein': 25}
OG0002413	AbrB/MazE/SpoVT family DNA-binding domain-containing protein	{'SpoVT / AbrB like domain protein': 2, 'putative regulator PrlF': 1, 'AbrB/MazE/SpoVT family DNA-binding domain-containing protein': 20, 'AbrB family transcriptional regulator': 3}
OG0002414	HAD family phosphatase	{'Fructose-1-phosphate phosphatase YqaB': 1, 'Phosphorylated carbohydrates phosphatase': 4, 'Phosphoglycolate phosphatase': 1, 'HAD family phosphatase': 20}
OG0002415	phage holin	{'hypothetical protein': 2, 'phage holin': 23, 'Bacteriophage holin': 1}
OG0002416	transposase	{'transposase': 16, 'hypothetical protein': 1, 'IS91 family transposase, partial': 2, 'IS91 family transposase': 7}
OG0002417	helix-turn-helix domain-containing protein	{'helix-turn-helix domain-containing protein': 24, 'hypothetical protein': 2}
OG0002418	hypothetical protein	{'hypothetical protein': 26}
OG0002419	hypothetical protein	{'hypothetical protein': 26}
OG0002420	hypothetical protein	{'hypothetical protein': 26}
OG0002421	major capsid protein	{'hypothetical protein': 1, 'Phage major capsid protein E': 2, 'major capsid protein': 23}
OG0002422	hypothetical protein	{'hypothetical protein': 26}
OG0002423	DNA helicase	{'DNA helicase': 17, 'Replicative DNA helicase': 5, 'DNA helicase, partial': 4}
OG0002424	tautomerase family protein	{'tautomerase family protein': 17, 'hypothetical protein': 3, 'Tautomerase enzyme': 3, '4-oxalocrotonate tautomerase': 2}
OG0002425	hypothetical protein	{'hypothetical protein': 23, 'Polyketide cyclase / dehydrase and lipid transport': 2}
OG0002426	beta-galactosidase small subunit	{'beta-galactosidase small subunit': 14, 'Beta-galactosidase small subunit': 11}
OG0002427	Helix-turn-helix	{'Helix-turn-helix domain protein': 1, 'anaerobic benzoate catabolism transcriptional regulator': 6, 'Antitoxin HipB': 1, 'antitoxin HipB': 1, 'hypothetical protein': 4, 'helix-turn-helix transcriptional regulator': 5, 'Helix-turn-helix': 7}
OG0002428	DNA topoisomerase 3	{'DNA topoisomerase 3': 14, 'DNA topoisomerase 1': 1, 'DNA topoisomerase III': 6, 'hypothetical protein': 1, 'DNA topoisomerase III, partial': 1, 'type IA DNA topoisomerase': 2}
OG0002429	Putative transposase DNA-binding domain protein	{'Putative transposase DNA-binding domain protein': 16, 'Helix-turn-helix domain protein': 2, 'hypothetical protein': 3, 'putative transposase': 4}
OG0002430	ATP-binding cassette domain-containing protein	{'ABC transporter ATP-binding protein NatA': 1, 'Energy-coupling factor transporter ATP-binding protein EcfA1': 1, 'putative ABC transporter ATP-binding protein YbiT': 1, 'Fluoroquinolones export ATP-binding protein': 1, 'putative siderophore transport system ATP-binding protein YusV': 1, 'ABC transporter ATP-binding protein YtrB': 2, 'Daunorubicin/doxorubicin resistance ATP-binding protein DrrA': 1, 'ATP-binding cassette domain-containing protein': 15, 'putative ABC transporter ATP-binding protein YxlF': 2}
OG0002431	AAA family ATPase	{'PRD domain-containing protein': 1, 'Luminescence regulatory protein LuxO': 1, 'AAA family ATPase': 12, 'Transcriptional regulatory protein DagR': 2, 'hypothetical protein': 1, 'PRD domain protein': 2, 'Nitric oxide reductase transcription regulator NorR2': 1, 'Regulatory protein LuxO': 3, 'Acetoin dehydrogenase operon transcriptional activator AcoR': 1, 'Formate hydrogenlyase transcriptional activator': 1}
OG0002432	PTS system mannose/fructose/sorbose family transporter subunit IID	{'PTS system mannose/fructose/sorbose family transporter subunit IID': 23, 'PTS system mannose-specific EIID component': 1, 'Mannose permease IID component': 1}
OG0002433	hypothetical protein	{'hypothetical protein': 25}
OG0002434	hypothetical protein	{'flavodoxin': 10, 'hypothetical protein': 13, 'ATP-dependent nuclease subunit B': 2}
OG0002435	hypothetical protein	{'hypothetical protein': 23, 'FtsX-like permease family protein': 2}
OG0002436	antibiotic ABC transporter permease	{'hypothetical protein': 2, 'antibiotic ABC transporter permease': 23}
OG0002437	HTH domain-containing protein	{'putative licABCH operon regulator': 4, 'HTH domain-containing protein': 21}
OG0002438	L-ribulose-5-phosphate 3-epimerase	{'L-ribulose-5-phosphate 3-epimerase': 20, 'Xylose isomerase-like TIM barrel': 1, 'L-ribulose-5-phosphate 3-epimerase UlaE': 4}
OG0002439	hypothetical protein	{'hypothetical protein': 25}
OG0002440	5-deoxy-glucuronate isomerase	{'5-deoxy-glucuronate isomerase': 25}
OG0002441	myo-inosose-2 dehydratase	{'myo-inosose-2 dehydratase': 16, 'Inosose dehydratase': 8, 'TIM barrel protein': 1}
OG0002442	hypothetical protein	{'hypothetical protein': 25}
OG0002443	hypothetical protein	{'hypothetical protein': 25}
OG0002444	hypothetical protein	{'hypothetical protein': 25}
OG0002445	hypothetical protein	{'hypothetical protein': 25}
OG0002446	transposase	{'transposase': 13, 'Transposase': 7, 'hypothetical protein': 5}
OG0002447	LysR family transcriptional regulator	{'HTH-type transcriptional regulator CatM': 1, 'LysR substrate binding domain protein': 1, 'HTH-type transcriptional activator CmpR': 1, 'Hca operon transcriptional activator': 2, 'HTH-type transcriptional regulator CynR': 9, 'LysR family transcriptional regulator': 10}
OG0002448	isochorismatase family protein	{'putative hydrolase': 2, 'isochorismatase family protein': 15, 'Streptothricin hydrolase': 6, 'Isochorismatase family protein YecD': 1}
OG0002449	putative acetyltransferase YhhY	{'putative acetyltransferase': 1, 'GNAT family N-acetyltransferase': 4, 'Acetyltransferase (GNAT) family protein': 1, 'ribosomal-protein-alanine N-acetyltransferase': 1, 'N-acyltransferase YncA': 1, 'hypothetical protein': 2, 'Mycothiol acetyltransferase': 2, 'Spermidine N(1)-acetyltransferase': 3, 'putative acetyltransferase YhhY': 8, 'Spermine/spermidine acetyltransferase': 1}
OG0002450	2-dehydro-3-deoxygluconokinase	{'sugar kinase': 8, 'hypothetical protein': 1, '2-dehydro-3-deoxyphosphogluconate aldolase': 5, '2-dehydro-3-deoxygluconokinase': 10}
OG0002451	hypothetical protein	{'hypothetical protein': 18, 'cupredoxin domain-containing protein': 6}
OG0002452	Glutathionyl-hydroquinone reductase YqjG	{'glutathione S-transferase family protein': 2, 'glutathione S-transferase': 7, 'hypothetical protein': 1, 'Glutathionyl-hydroquinone reductase YqjG': 14}
OG0002453	Energy-coupling factor transporter transmembrane protein EcfT	{'Energy-coupling factor transporter transmembrane protein EcfT': 11, 'hypothetical protein': 1, 'energy-coupling factor transporter transmembrane protein EcfT': 11, 'Putative HMP/thiamine permease protein YkoC': 1}
OG0002454	PTS sugar transporter subunit IIB	{'PTS sugar transporter subunit IIB': 22, 'Fructose-specific phosphotransferase enzyme IIB component': 1, 'PTS system sorbose-specific EIIB component': 1}
OG0002455	hypothetical protein	{'hypothetical protein': 24}
OG0002456	conjugal transfer protein	{'conjugal transfer protein': 18, 'ATP-binding protein': 2, 'AAA-like domain protein': 4}
OG0002457	glutathione S-transferase	{'glutathione S-transferase': 24}
OG0002458	IS5/IS1182 family transposase, partial	{'transposase, partial': 6, 'transposase': 1, 'hypothetical protein': 1, 'IS5/IS1182 family transposase, partial': 16}
OG0002459	CRISPR-associated endonuclease Cas2	{'CRISPR-associated endoribonuclease Cas2': 8, 'CRISPR-associated endonuclease Cas2': 15, 'hypothetical protein': 1}
OG0002460	type II CRISPR-associated endonuclease Cas1	{'type II CRISPR-associated endonuclease Cas1': 15, 'CRISPR-associated endonuclease Cas1': 9}
OG0002461	glycoside hydrolase family 125 protein	{'hypothetical protein': 4, 'glycoside hydrolase family 125 protein': 20}
OG0002462	transcriptional antiterminator	{'capsule biosynthesis protein': 1, 'Capsule synthesis positive regulator AcpB': 1, 'transcriptional antiterminator': 15, 'Mga helix-turn-helix domain protein': 4, 'hypothetical protein': 1, 'Capsule synthesis positive regulator AcpA': 2}
OG0002463	hypothetical protein	{'hypothetical protein': 24}
OG0002464	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing)	{'3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase': 7, '3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing)': 17}
OG0002465	transcriptional regulator	{'transcriptional regulator': 21, 'hypothetical protein': 1, 'PRD domain protein': 2}
OG0002466	DUF2273 domain-containing protein	{'hypothetical protein': 10, 'DUF2273 domain-containing protein': 14}
OG0002467	Transcriptional regulator PadR-like family protein	{'Transcriptional regulator PadR-like family protein': 9, 'hypothetical protein': 4, 'PadR family transcriptional regulator': 7, 'lineage-specific thermal regulator protein': 4}
OG0002468	Replication initiation protein	{'Replication initiation protein': 13, 'hypothetical protein': 8, 'Initiator Replication protein': 3}
OG0002469	helix-turn-helix transcriptional regulator	{'HTH-type transcriptional regulator SinR': 1, 'Lactococcus bacteriophage repressor': 1, 'helix-turn-helix transcriptional regulator': 18, 'transcriptional repressor DicA': 1, 'Transcriptional regulator ClgR': 3}
OG0002470	magnesium transporter CorA family protein	{'Cobalt/magnesium transport protein CorA': 1, 'magnesium transporter CorA family protein': 11, 'CorA-like Mg2+ transporter protein': 8, 'Magnesium transport protein CorA': 4}
OG0002471	cation-transporting P-type ATPase	{'cation-transporting P-type ATPase': 19, 'Calcium-transporting ATPase': 5}
OG0002472	hypothetical protein	{'hypothetical protein': 24}
OG0002473	hypothetical protein	{'hypothetical protein': 24}
OG0002474	hypothetical protein	{'hypothetical protein': 24}
OG0002475	class I SAM-dependent methyltransferase	{'Methyltransferase domain protein': 2, 'class I SAM-dependent methyltransferase': 14, 'hypothetical protein': 5, 'SAM-dependent methyltransferase': 3}
OG0002476	SMUG2 DNA glycosylase family protein	{'SMUG2 DNA glycosylase family protein': 22, 'hypothetical protein': 2}
OG0002477	pyridoxamine 5'-phosphate oxidase family protein	"{""pyridoxamine 5'-phosphate oxidase family protein"": 23, ""Pyridoxamine 5'-phosphate oxidase"": 1}"
OG0002478	hypothetical protein	{'hypothetical protein': 24}
OG0002479	hypothetical protein	{'hypothetical protein': 24}
OG0002480	Demethylmenaquinone methyltransferase	{'Demethylmenaquinone methyltransferase': 12, 'Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE': 3, 'HTH-type transcriptional activator TipA': 1, 'Demethylrebeccamycin-D-glucose O-methyltransferase': 1, 'demethylmenaquinone methyltransferase': 2, 'putative methyltransferase YcgJ': 1, 'class I SAM-dependent methyltransferase': 1, 'methyltransferase domain-containing protein': 2}
OG0002481	2-keto-3-deoxygluconate permease	{'hypothetical protein': 1, '2-keto-3-deoxygluconate permease': 22}
OG0002482	DNA polymerase III PolC-type	{'CRISPR-associated endoribonuclease Cas2': 2, 'NAD-dependent DNA ligase LigA': 1, 'type I-E CRISPR-associated endoribonuclease Cas2': 8, 'DNA polymerase III PolC-type': 9, 'DNA polymerase III subunit epsilon': 3}
OG0002483	putative acyltransferase	{'GNAT family N-acetyltransferase': 2, 'putative acyltransferase': 12, 'Acetyltransferase (GNAT) family protein': 1, 'Acetyltransferase': 2, 'putative N-acetyltransferase YjcF': 6}
OG0002484	ATPase	{'ATPase': 19, 'hypothetical protein': 1, 'Zeta toxin': 3}
OG0002485	hypothetical protein	{'hypothetical protein': 12, 'ECF-type riboflavin transporter substrate-binding protein': 11}
OG0002486	Dihydropteroate synthase	{'dihydropteroate synthase': 4, 'Dihydropteroate synthase 1': 3, 'Inactive dihydropteroate synthase 2': 3, 'Dihydropteroate synthase': 13}
OG0002487	DUF202 domain-containing protein	{'hypothetical protein': 2, 'DUF202 domain-containing protein': 21}
OG0002488	glycosyl hydrolase family 53	{'Extracellular metalloprotease precursor': 1, 'glycosyl hydrolase family 53, partial': 5, 'murein L,D-transpeptidase, partial': 1, 'hypothetical protein': 1, 'Glutamyl endopeptidase precursor': 1, 'L,D-transpeptidase': 2, 'glycosyl hydrolase family 53': 12}
OG0002489	hypothetical protein	{'hypothetical protein': 23}
OG0002490	bacteriocin	{'bacteriocin': 23}
OG0002491	zinc-ribbon domain-containing protein	{'zinc-ribbon domain-containing protein': 23}
OG0002492	LPXTG cell wall anchor domain-containing protein	{'hypothetical protein': 2, 'Xanthan lyase precursor': 1, 'LPXTG cell wall anchor domain-containing protein': 19, 'Hyaluronate lyase precursor': 1}
OG0002493	transcription antiterminator	{'transcription antiterminator': 20, 'Transcriptional regulator MtlR': 3}
OG0002494	hypothetical protein	{'hypothetical protein': 23}
OG0002495	hypothetical protein	{'hypothetical protein': 23}
OG0002496	hypothetical protein	{'hypothetical protein': 23}
OG0002497	DNA translocase FtsK	{'DNA translocase FtsK': 12, 'DNA translocase SftA': 2, 'hypothetical protein': 2, 'DUF87 domain-containing protein': 4, 'FtsK/SpoIIIE family protein': 2, 'cell division protein FtsK': 1}
OG0002498	glycosyltransferase family 2 protein	{'glycosyltransferase': 2, 'glycosyltransferase family 2 protein': 17, 'Glycosyl transferase family 2': 1, 'N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase': 3}
